Age,AnnualIncome,CreditScore,EducationLevel,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,EmploymentStatus_Self-Employed,EmploymentStatus_Unemployed,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,HomeOwnershipStatus_Other,HomeOwnershipStatus_Own,HomeOwnershipStatus_Rent,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,LoanApproved
53,63722,561,1,31,11178,96,2,493,0,3,2,0,0,0,21,24,10107,1331,63411,15281,5310,0,3,48130,0,0,289,0,56,0,0,0,1,0,0,1,0,1,0,0,0,0
38,19316,611,2,15,29206,24,2,278,0,2,1,0,0,0,29,6,17259,457,78890,9341,1609,0,3,69549,0,0,1501,1,55,0,1,1,0,0,0,0,1,0,1,0,0,0
42,30996,570,1,20,24860,48,1,293,0,5,1,0,0,0,23,8,5588,1844,66001,74979,2583,0,3,1376,0,0,777,0,59,0,0,0,1,0,1,0,0,0,0,1,0,0
22,145383,594,2,0,21986,60,0,255,0,3,0,0,1,0,16,7,9106,1209,68596,104787,12115,0,6,9119,0,0,589,0,55,0,0,0,0,1,0,0,0,0,1,0,0,1
60,73611,599,4,35,17253,96,0,192,0,2,0,0,0,0,17,12,17716,150,28614,5614,6134,0,6,23000,0,0,379,0,45,0,0,0,1,0,0,0,0,0,0,0,1,1
48,57968,624,2,28,73671,24,2,154,0,6,1,0,0,0,31,8,131,200,100320,10408,4830,0,8,89912,0,0,3863,0,50,0,0,0,1,0,0,0,1,0,0,0,0,0
52,15608,567,1,29,20673,36,4,625,0,6,0,0,0,0,15,12,4275,3203,14231,17617,1300,0,4,5390,0,0,796,1,51,0,0,0,0,0,0,0,1,0,0,0,0,0
38,27063,615,3,14,17380,48,0,273,0,2,2,0,0,0,19,18,2220,202,52777,118913,2255,0,2,8067,0,0,541,0,48,0,0,0,1,0,0,1,0,0,0,1,0,0
57,48779,642,4,35,19699,36,0,227,0,3,1,0,0,0,22,12,3317,3121,77853,26192,4064,0,2,51661,0,0,720,0,46,0,0,0,1,0,0,0,1,0,0,1,0,0
39,59748,609,3,18,13807,36,2,650,0,5,0,0,0,0,30,16,780,1214,6599,7703,4979,0,5,5644,0,0,520,0,48,0,0,0,0,1,0,0,1,0,1,0,0,0
36,48758,487,3,16,19255,96,0,282,0,4,1,0,0,0,20,10,5434,807,28307,54150,4063,0,5,6156,0,0,537,0,50,0,0,0,0,1,0,1,0,1,0,0,0,0
37,109856,518,3,14,39240,60,3,502,0,3,1,0,0,0,25,2,3980,711,94809,161840,9154,0,2,8067,0,0,1250,0,55,0,1,1,0,0,0,0,0,0,0,1,0,0
39,49398,505,1,18,18826,60,1,242,0,3,0,0,0,1,23,27,1606,451,91244,24073,4116,0,5,67171,0,0,568,0,56,0,0,1,0,0,0,0,1,1,0,0,0,0
26,108068,566,4,2,19122,48,4,350,0,1,0,0,1,0,27,20,20545,932,50230,51755,9005,0,8,3556,0,0,604,0,51,0,0,1,0,0,0,1,0,0,0,0,0,1
45,60991,619,2,20,13906,84,0,166,0,1,0,0,0,1,28,29,2599,1838,84770,80286,5082,0,7,4484,0,0,299,0,44,0,0,0,0,0,0,1,0,0,0,0,0,1
33,49395,580,3,10,21555,36,1,373,0,5,1,0,0,0,25,27,3668,3200,88641,15884,4116,0,4,72757,0,0,819,0,50,0,0,1,0,0,0,1,0,0,0,1,0,0
38,42708,590,5,19,13679,60,3,263,0,3,0,0,0,1,35,7,2896,1208,61430,63355,3559,0,4,7559,0,0,386,0,57,0,0,1,0,0,0,0,1,0,0,0,1,0
37,53405,474,4,15,29872,36,2,762,0,2,2,0,0,0,20,20,1207,984,168129,39697,4450,0,7,128432,0,0,1210,0,49,0,0,1,0,0,0,0,0,0,1,0,0,0
36,82107,604,3,12,18315,48,3,895,0,2,1,0,0,0,22,6,4337,1401,146547,20707,6842,0,6,125840,0,0,553,0,40,0,0,1,0,0,0,0,0,0,1,0,0,1
47,55662,650,4,26,45344,12,2,241,0,1,1,0,0,0,19,19,3139,1965,215654,45980,4638,0,7,169674,0,0,4130,0,42,0,0,1,0,0,0,0,1,1,0,0,0,0
45,78416,661,3,21,16887,84,2,656,0,5,0,0,0,0,20,1,6150,1416,163331,12815,6534,0,5,150516,0,0,344,0,43,0,1,1,0,0,1,0,0,0,0,0,0,1
18,15202,571,5,0,15855,72,1,377,0,0,1,0,0,0,18,18,2879,660,7646,214053,1266,0,4,4235,0,0,433,0,58,0,0,0,1,0,0,1,0,0,0,0,1,0
44,53252,662,3,20,20630,36,3,356,0,4,2,0,0,1,34,7,4730,679,136384,60003,4437,0,8,76381,0,0,761,0,53,0,0,1,0,0,0,1,0,0,0,1,0,0
41,91313,572,2,23,21648,60,1,227,0,3,2,0,0,0,16,26,15469,6960,46755,14173,7609,0,5,32582,0,0,646,0,39,0,0,1,0,0,0,1,0,1,0,0,0,1
45,39296,515,1,24,31172,24,2,477,0,1,0,0,1,0,25,27,2582,2025,184309,246394,3274,0,9,3960,0,0,1696,0,73,1,0,0,1,0,0,0,0,1,0,0,0,0
40,15000,475,2,14,16203,72,3,1056,0,2,0,0,0,1,23,16,43350,7248,75041,14444,1250,0,3,60597,0,0,467,1,55,0,0,0,0,0,0,1,0,0,0,0,1,0
59,28231,589,3,36,19446,24,2,431,0,3,1,0,0,0,35,18,2975,2354,8605,41721,2352,0,7,5071,0,0,1009,0,53,0,0,1,0,0,0,0,1,1,0,0,0,0
63,40555,636,1,41,12775,48,1,337,0,2,0,0,0,0,32,12,3079,1295,139353,28481,3379,0,8,110872,0,0,363,0,41,0,0,1,0,0,0,0,1,0,0,0,0,1
31,126013,487,3,8,17173,72,1,591,0,3,1,0,0,0,21,5,3952,613,135170,37561,10501,0,5,97609,0,0,471,0,43,1,0,0,1,0,0,0,0,0,0,0,0,1
23,15948,580,1,0,13737,48,1,419,0,3,0,0,0,0,21,2,29779,1484,59273,54561,1329,0,5,4712,0,0,433,0,60,1,0,0,1,0,0,0,0,0,0,0,1,0
47,93105,643,2,25,18970,24,1,461,0,3,0,0,0,0,30,24,1564,669,27425,48469,7758,0,7,3882,0,0,935,0,40,0,0,0,1,0,0,0,0,0,1,0,0,1
37,68070,631,4,16,32301,36,1,522,0,1,0,0,0,1,26,21,7368,930,78487,6406,5672,0,4,72081,0,0,1215,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
35,19326,580,2,10,20702,12,0,405,0,6,0,0,0,0,25,1,1608,237,147981,118644,1610,0,8,29337,0,0,1903,1,55,0,0,1,0,0,0,1,0,0,0,1,0,0
24,110035,447,3,1,29181,24,1,504,0,3,2,0,0,0,23,13,4628,1484,17321,2867,9169,0,6,14454,0,0,1591,0,39,0,0,1,0,0,1,0,0,1,0,0,0,1
55,23724,598,3,31,39645,48,0,133,0,1,3,0,0,0,23,9,2643,563,212967,12195,1977,0,2,200772,0,0,1343,0,49,0,0,0,0,0,0,1,0,0,0,0,1,0
37,56798,629,4,16,58960,48,5,782,0,4,1,0,0,0,32,22,2201,541,208806,23282,4733,0,6,185524,0,0,2013,0,47,0,1,1,0,0,0,0,1,1,0,0,0,0
44,190145,611,3,20,34659,60,2,209,0,4,0,0,0,0,21,8,1803,253,62168,18897,15845,0,2,43271,0,0,1039,0,36,0,0,1,0,0,0,0,1,0,0,0,0,1
34,52979,515,4,9,22418,60,2,354,0,2,3,0,0,0,34,28,12961,1074,34060,11592,4414,0,4,22468,0,0,660,0,41,1,0,0,1,0,0,1,0,1,0,0,0,1
46,27296,621,3,22,15290,36,2,552,0,8,0,0,0,0,27,15,2684,7499,75989,20146,2274,0,8,55843,0,0,563,0,47,0,0,1,0,0,0,0,0,0,0,1,0,0
38,16699,611,3,14,60123,60,0,267,0,3,0,0,0,0,25,16,4117,534,14264,85201,1391,0,5,8310,0,0,1872,1,52,0,0,0,0,0,0,0,0,0,1,0,0,0
46,23263,602,2,25,14714,12,1,355,0,5,0,0,0,0,23,26,1131,1226,61790,64059,1938,0,11,9436,0,0,1352,0,51,0,0,0,0,1,0,0,1,0,0,1,0,0
34,27846,574,3,10,22156,48,0,563,0,1,0,0,0,0,23,3,4430,578,33237,2737,2320,0,10,30500,0,0,734,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0
28,41395,585,1,5,11503,60,3,324,0,1,1,0,0,0,21,10,2439,421,24230,6322,3449,0,5,17908,0,0,333,0,52,0,0,1,0,0,0,0,0,1,0,0,0,0
29,43817,592,1,9,13587,36,1,502,0,1,0,0,0,0,28,13,2820,487,8169,51100,3651,0,7,9671,0,0,498,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
47,81586,631,4,23,24264,24,2,235,0,3,1,0,0,0,24,22,3510,237,85097,4023,6798,0,4,81074,0,0,1232,0,41,0,0,0,1,0,0,0,0,1,0,0,0,1
49,24262,597,1,27,30582,72,3,931,0,2,2,0,0,0,25,1,2461,719,74822,10698,2021,0,8,64124,0,0,781,0,56,0,0,1,0,0,0,0,1,0,0,0,0,0
38,154460,632,3,17,35260,60,1,314,0,5,0,0,0,0,23,1,1181,1320,38769,51126,12871,0,6,2983,0,0,1004,0,39,0,0,0,0,0,0,0,1,0,0,0,0,1
41,104491,546,4,17,23920,12,0,410,0,3,3,0,0,0,27,20,10439,5735,320826,4206,8707,0,8,316620,0,0,2270,0,37,1,0,0,0,0,1,0,0,0,0,0,0,1
49,23117,549,1,27,23083,48,3,872,0,3,1,0,0,0,24,8,749,2068,28794,15230,1926,0,7,13564,0,0,762,0,54,0,0,0,1,0,0,1,0,0,0,0,0,0
48,21288,579,2,29,9494,96,1,247,0,3,1,0,1,0,27,13,45811,124,78636,21571,1774,0,4,57065,0,0,260,0,64,0,0,1,0,0,1,0,0,0,0,1,0,0
34,90223,601,2,10,31257,96,2,427,0,2,0,0,0,0,17,28,2779,2558,17804,4984,7518,0,6,12820,0,0,902,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0
18,134901,605,3,0,30437,60,0,931,0,1,0,0,0,0,21,7,2402,699,97098,6578,11241,0,3,90520,0,0,854,0,36,0,0,0,0,1,0,0,1,0,0,1,0,1
23,48018,601,2,3,21621,60,0,548,0,2,2,0,0,0,14,25,8617,535,30643,27153,4001,0,4,3490,0,0,627,0,50,0,1,0,0,1,0,1,0,0,1,0,0,0
37,103302,598,4,16,33067,36,0,260,0,4,1,0,0,0,28,10,1335,2341,74451,29813,8608,0,3,44638,0,0,1242,0,45,0,0,1,0,0,0,0,0,0,0,1,0,1
50,158270,587,1,28,21626,36,3,272,0,4,0,0,0,0,21,4,1612,2424,154574,19780,13189,0,6,134794,0,0,835,0,40,0,0,0,1,0,0,0,0,1,0,0,0,1
34,111862,486,2,11,13461,36,3,432,0,4,2,0,0,1,18,2,4157,1555,111244,21969,9321,0,5,89275,0,0,529,0,60,0,1,0,0,0,0,0,1,0,0,0,1,0
31,21065,570,4,9,17686,48,1,441,0,4,0,0,0,0,20,5,267,11856,61850,44281,1755,0,3,17569,0,0,562,0,57,0,0,1,0,0,0,1,0,1,0,0,0,0
35,57934,616,3,15,19286,48,0,719,0,0,0,0,0,0,27,22,7559,987,26148,36665,4827,0,3,5949,0,0,606,0,48,0,0,1,0,0,0,0,0,1,0,0,0,0
25,20708,579,1,3,26782,36,1,925,0,5,1,0,0,0,21,7,4546,3633,81340,16298,1725,0,8,65042,0,0,1009,1,52,0,0,0,0,0,1,0,0,0,1,0,0,0
50,178337,626,2,29,11833,60,1,330,0,3,0,0,1,0,15,7,6750,368,80261,10411,14861,0,4,69850,0,0,307,0,49,0,0,1,0,0,0,1,0,0,0,0,1,1
36,44265,578,1,15,18415,72,1,231,0,1,2,0,0,0,23,26,7507,315,191574,9378,3688,0,7,182196,0,0,473,0,36,0,0,0,1,0,0,0,0,0,0,1,0,1
39,37010,637,3,17,26815,84,3,160,0,6,0,0,0,0,19,2,4623,1229,36465,24634,3084,0,8,11831,0,0,693,0,52,0,0,1,0,0,0,0,0,1,0,0,0,0
21,61122,576,2,0,15699,60,3,159,0,1,0,0,0,0,23,11,1352,2954,18503,8793,5093,0,4,9710,0,0,438,0,55,0,0,0,1,0,0,0,1,0,0,0,0,0
41,24618,423,3,18,44492,72,2,516,0,3,1,0,0,0,34,18,5743,734,431750,3791,2051,0,7,427959,0,0,1436,0,52,0,0,1,0,0,0,0,1,0,0,0,0,0
36,31175,498,2,16,33370,60,1,354,0,4,1,0,0,1,20,4,1685,1812,22927,7472,2597,0,3,15455,0,0,1062,0,60,0,0,1,0,0,0,0,0,0,0,0,1,0
41,46188,590,3,17,27005,96,0,288,0,0,1,0,0,0,33,18,7605,1518,238609,21692,3849,0,4,216917,0,0,679,0,51,0,0,1,0,0,1,0,0,0,0,1,0,0
44,15000,557,3,24,32619,48,0,608,0,1,1,0,0,0,30,5,2102,1001,23137,18641,1250,0,3,4496,0,0,1092,1,55,0,0,0,0,1,0,0,1,0,0,1,0,0
30,28452,539,1,6,27885,96,0,294,0,5,1,0,1,0,39,8,3366,882,26007,30723,2371,0,7,8547,0,0,700,0,66,0,0,1,0,0,0,0,0,0,0,0,1,0
32,39974,487,4,8,48750,36,2,276,0,4,0,0,0,0,21,16,1212,4315,79989,4524,3331,0,4,75465,0,0,1997,0,48,0,0,0,1,0,0,0,1,0,0,0,0,0
40,29784,570,3,20,24221,60,4,1077,0,4,2,0,0,0,30,17,1223,1288,81241,5231,2482,0,8,76010,0,0,705,0,55,0,0,0,1,0,0,0,1,1,0,0,0,0
41,29020,583,1,16,16570,60,2,158,0,2,1,0,0,0,23,4,713,862,22214,10612,2418,0,5,11602,0,0,468,0,55,0,0,1,0,0,0,0,0,0,0,1,0,0
37,218616,576,2,14,20847,60,0,464,0,4,0,0,0,0,33,13,1085,3252,10655,37112,18218,0,5,5998,0,0,607,0,40,0,0,0,0,0,0,1,0,0,0,0,1,1
18,33605,575,3,0,21523,24,2,563,0,1,2,0,0,1,28,7,2664,1278,18381,216827,2800,0,6,1148,0,0,1132,0,62,0,0,1,0,0,0,1,0,0,0,1,0,0
18,15000,510,2,0,4698,36,2,142,0,5,1,0,0,0,27,7,8757,4914,42060,19804,1250,0,4,22256,0,0,180,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0
37,15000,525,2,12,17267,36,3,124,0,6,0,0,0,0,36,8,3317,1189,27200,46009,1250,0,6,8948,0,0,673,0,59,0,0,1,0,0,0,1,0,1,0,0,0,0
45,83417,569,2,19,30023,84,2,980,0,3,0,0,0,0,29,13,992,1237,154487,6388,6951,0,4,148099,0,0,801,0,49,0,1,0,1,0,1,0,0,0,0,1,0,0
28,64099,551,1,6,9560,60,3,647,0,5,2,0,1,1,20,5,1992,1390,18535,11077,5341,0,6,7458,0,0,248,0,70,0,0,0,1,0,0,0,1,0,0,0,0,0
35,27311,530,1,13,30390,24,0,771,0,3,1,0,0,1,32,2,591,1139,55194,10682,2275,0,4,44512,0,0,1569,1,69,0,0,0,0,1,0,0,1,0,0,1,0,0
35,21446,568,1,14,11248,84,0,294,0,2,1,0,0,0,25,9,10064,1346,185373,9381,1787,0,4,175992,0,0,300,0,48,0,0,1,0,0,0,0,1,0,1,0,0,0
38,44612,505,4,14,21564,24,0,380,0,0,0,0,0,0,22,13,4732,2812,17704,2697,3717,0,7,15007,0,0,1121,0,55,0,0,1,0,0,0,0,1,0,0,0,1,0
48,96159,604,2,23,30919,48,0,552,0,5,1,0,0,0,30,13,1976,560,36538,9810,8013,0,12,26728,0,0,906,0,39,1,0,1,0,0,0,0,1,0,0,1,0,1
36,27370,511,1,16,38467,48,0,394,0,6,0,0,0,0,27,22,2126,220,61564,20193,2280,0,9,41371,0,0,1285,0,56,0,0,0,0,1,0,0,1,1,0,0,0,0
36,103481,518,3,14,17553,60,1,1268,0,4,0,0,0,1,19,9,7677,1977,13156,13842,8623,0,4,8176,0,0,522,0,58,0,0,0,1,0,0,1,0,0,0,0,0,0
40,61466,611,5,18,47426,60,4,496,0,2,2,0,0,0,28,24,18861,844,117942,25616,5122,0,6,92326,0,0,1436,0,49,0,0,1,0,0,0,0,1,0,1,0,0,0
55,300000,509,3,32,18698,36,3,1099,0,2,0,0,0,1,26,5,8564,5654,239980,27790,25000,0,7,212190,0,0,701,0,42,0,0,1,0,0,0,0,0,0,0,0,1,1
39,186019,606,3,17,7854,48,2,207,0,3,0,0,0,0,23,20,763,768,61716,62230,15501,0,6,3668,0,0,233,0,36,0,0,1,0,0,0,0,1,0,0,1,0,1
28,16930,587,2,5,20048,60,0,630,0,1,0,0,0,1,21,8,10867,3249,69657,27723,1410,0,3,41934,0,0,561,0,63,0,1,1,0,0,0,1,0,0,0,0,0,0
46,27464,513,1,23,8521,60,0,269,0,6,1,0,0,0,29,27,3550,3172,49313,11764,2288,0,4,37549,0,0,275,0,57,0,0,1,0,0,1,0,0,0,0,1,0,0
26,117903,549,2,5,30933,60,2,241,0,3,3,0,0,0,29,14,5396,459,86548,3596,9825,0,7,82952,0,0,929,0,47,0,0,1,0,0,0,0,1,0,0,1,0,0
22,30534,579,3,2,30510,36,2,415,0,1,1,0,0,0,23,15,5975,2519,62709,2451,2544,0,5,60258,0,0,1173,0,48,0,0,1,0,0,0,0,1,0,0,0,1,0
47,76713,601,1,25,9920,36,2,181,0,2,2,0,0,0,29,7,23061,1578,54963,10643,6392,0,2,44320,0,0,385,0,54,0,1,0,0,1,0,0,1,1,0,0,0,0
27,32795,579,5,1,27718,60,1,176,0,1,0,0,0,0,20,11,6577,2781,12842,6231,2732,0,2,6611,0,0,794,0,52,0,0,0,0,1,0,0,1,0,1,0,0,0
48,92213,573,1,25,11873,36,0,307,0,1,0,0,0,0,28,6,5800,168,47956,39703,7684,0,4,8253,0,0,431,0,44,0,0,0,0,0,0,0,0,1,0,0,0,1
38,49793,601,2,17,16690,48,0,457,0,2,1,0,0,0,24,2,1191,312,15274,18365,4149,0,1,6197,0,0,520,0,56,1,0,1,0,0,0,0,1,1,0,0,0,0
53,84671,664,3,27,19455,48,1,351,0,4,0,0,0,0,21,8,1035,2302,99437,3230,7055,0,6,96207,0,0,598,0,33,0,0,1,0,0,0,1,0,0,0,0,0,1
31,15000,518,1,5,13200,60,1,227,0,8,0,0,0,0,19,15,2666,1154,60767,28996,1250,0,7,31771,0,0,395,0,53,0,0,0,1,0,0,0,0,0,1,0,0,0
33,26842,495,1,10,24292,24,4,430,0,1,0,0,0,0,16,28,5834,1957,55975,16628,2236,0,3,39347,0,0,1272,0,53,0,0,0,0,0,0,0,1,1,0,0,0,0
42,59539,635,2,22,13194,36,2,627,0,4,0,0,0,0,28,11,445,907,147927,19760,4961,0,5,128167,0,0,466,0,35,0,0,1,0,0,0,1,0,1,0,0,0,1
39,38020,616,1,18,13552,48,3,396,0,6,1,0,0,0,36,11,3103,720,14047,90258,3168,0,3,3609,0,0,420,0,54,0,0,1,0,0,0,0,0,0,0,0,0,0
55,77155,634,2,36,34395,36,2,337,0,2,1,0,0,0,18,17,913,329,58196,53686,6429,0,3,4510,0,0,1284,0,50,0,0,1,0,0,1,0,0,1,0,0,0,0
42,21356,602,4,19,10176,72,5,627,0,5,2,0,0,0,21,3,10151,4787,14938,11962,1779,0,5,2976,0,0,256,0,55,0,0,0,1,0,1,0,0,0,0,0,0,0
51,31927,590,2,31,17394,60,1,371,0,0,1,0,1,0,29,11,5810,511,20150,8648,2660,0,8,11502,0,0,489,0,68,0,0,1,0,0,0,0,0,1,0,0,0,0
27,52646,500,5,4,15123,72,0,981,0,4,2,0,0,0,30,8,5276,429,122316,13296,4387,0,2,109020,0,0,456,0,53,1,0,0,1,0,0,0,0,0,0,1,0,0
30,185688,608,5,9,25438,84,2,616,0,2,1,0,0,0,23,29,3437,4615,38494,12331,15474,0,4,26163,0,0,603,0,36,0,0,1,0,0,0,1,0,1,0,0,0,1
37,22948,537,2,16,44022,12,0,617,0,1,0,0,0,0,24,4,4398,972,39886,26121,1912,0,2,13765,0,0,4242,2,56,0,0,1,0,0,0,0,1,1,0,0,0,0
34,15000,528,3,9,16500,36,1,532,0,5,1,0,0,0,26,28,1762,330,127777,48699,1250,0,5,79078,0,0,642,0,55,0,0,1,0,0,0,1,0,0,0,0,0,0
44,32312,623,3,23,29676,60,0,539,0,3,0,0,0,0,34,12,674,4526,15324,22377,2692,0,3,10575,0,0,867,0,52,0,0,1,0,0,0,0,0,0,0,1,0,0
25,24542,596,3,5,66290,48,0,283,0,4,1,0,0,0,27,10,4556,10084,23742,26612,2045,0,2,4676,0,0,2378,1,54,0,1,0,0,1,0,0,1,0,0,1,0,0
54,82219,545,2,31,9611,36,1,389,0,6,1,0,0,1,25,16,2761,1110,9669,12059,6851,0,11,6894,0,0,368,0,45,0,0,0,1,0,0,0,1,0,0,0,1,1
34,60896,524,2,6,36497,36,3,563,0,3,1,0,0,0,22,3,1102,157,33993,54126,5074,0,6,10438,0,0,1505,0,59,0,1,0,0,0,0,0,0,0,0,1,0,0
39,19016,575,3,17,26067,60,5,354,0,3,0,0,0,0,29,19,18772,608,100022,11683,1584,0,6,88339,0,0,756,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0
41,51707,585,3,18,20069,72,3,407,0,5,0,0,0,0,25,7,3815,1252,24114,24580,4308,0,4,2253,0,0,563,0,52,0,0,1,0,0,0,0,1,0,0,1,0,0
49,52496,589,1,29,20797,24,0,1230,0,2,2,0,0,0,19,2,2805,1655,73355,20021,4374,0,5,53334,0,0,1042,0,60,0,0,0,1,0,1,0,0,1,0,0,0,0
45,21583,512,1,26,15058,60,2,584,0,1,1,0,0,1,25,26,4871,1356,224787,298810,1798,0,10,7178,0,0,461,0,58,0,0,1,0,0,0,0,1,0,0,1,0,0
40,28082,648,4,15,26109,36,1,390,0,2,3,0,0,1,34,12,711,1268,95851,9277,2340,0,6,86574,0,0,948,0,52,0,0,1,0,0,0,0,0,0,0,0,1,0
28,75934,563,3,7,26835,36,1,401,0,3,1,0,0,0,18,6,4394,742,40513,6282,6327,0,6,34231,0,0,1102,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
18,22514,599,4,0,14743,36,2,183,0,2,0,0,1,0,25,3,1050,222,32974,9734,1876,0,2,23240,0,0,574,0,66,0,0,0,0,1,0,1,0,1,0,0,0,0
42,55409,614,5,18,15348,36,2,740,0,3,1,0,0,0,25,17,4257,1658,20640,2674,4617,0,4,17966,0,0,589,0,46,0,0,0,1,0,0,0,1,1,0,0,0,0
32,61196,509,4,8,18144,60,0,350,0,3,2,0,0,0,15,12,8837,2562,93127,33291,5099,0,2,59836,0,0,556,0,51,0,0,1,0,0,0,0,0,0,0,1,0,0
28,68802,564,4,4,14723,48,3,307,0,3,3,0,0,0,32,27,7861,877,113406,8931,5733,0,12,104475,0,0,450,0,40,0,0,1,0,0,0,1,0,1,0,0,0,1
33,77405,533,1,11,7546,24,0,436,0,1,0,0,0,0,34,19,4288,786,128279,28562,6450,0,7,99717,0,0,388,0,40,0,0,1,0,0,0,0,1,0,1,0,0,1
42,74368,569,4,24,10428,60,2,176,0,1,4,0,0,0,28,23,2153,482,16734,22376,6197,0,4,4336,0,0,288,0,44,1,0,1,0,0,0,0,1,0,1,0,0,1
45,59788,637,5,24,28637,72,4,577,0,4,1,0,0,0,22,9,8610,1118,64243,68546,4982,0,6,2269,0,0,731,0,51,1,0,1,0,0,0,0,1,0,1,0,0,0
36,76465,567,2,15,15262,48,2,262,0,6,1,0,0,0,19,22,749,1216,95420,41981,6372,0,10,53439,0,0,510,0,44,0,0,0,0,0,0,0,0,0,1,0,0,1
49,32699,612,3,28,45836,60,1,282,0,6,2,0,0,0,26,19,8431,1464,127275,22204,2724,0,4,105071,0,0,1323,0,47,0,0,0,1,0,0,0,1,0,0,0,0,0
55,37665,656,3,33,11927,48,3,197,0,3,0,0,0,0,29,27,2946,1560,55323,2734,3138,0,1,52589,0,0,345,0,33,0,0,0,1,0,0,1,0,0,1,0,0,1
31,64315,555,1,9,16274,60,2,232,0,3,1,0,0,0,16,11,34002,414,90652,25766,5359,0,2,64886,0,0,496,0,53,0,0,0,0,0,0,0,1,1,0,0,0,0
32,109464,604,1,9,16746,60,3,238,0,2,1,0,0,0,14,12,7654,1072,111366,208919,9122,0,7,6840,0,0,464,0,45,1,0,1,0,0,0,1,0,0,0,1,0,1
59,18390,631,3,36,38958,96,1,238,0,2,0,0,0,0,16,9,3161,725,88492,171675,1532,0,7,8541,0,0,896,0,51,0,0,1,0,0,0,1,0,1,0,0,0,0
55,112560,645,4,33,21706,60,0,513,0,3,0,0,0,0,25,28,1518,177,107368,123892,9380,0,9,1478,0,0,597,0,39,1,0,1,0,0,0,0,0,1,0,0,0,1
18,68702,483,1,0,26342,96,2,505,0,4,1,0,0,0,28,28,724,1923,84128,36525,5725,0,7,47603,0,0,806,0,55,0,0,1,0,0,1,0,0,0,0,0,1,0
53,27785,626,2,29,24333,48,2,377,0,4,3,0,0,0,31,13,4892,1260,59553,11780,2315,0,5,47773,0,0,719,0,57,0,0,0,1,0,0,0,0,0,0,0,0,0
47,84204,515,2,24,14792,24,1,387,0,2,0,0,0,0,23,12,1002,1233,8385,40698,7017,0,7,9317,0,0,776,0,56,0,1,0,1,0,1,0,0,0,0,0,1,0
43,27975,609,2,21,26578,36,0,275,0,4,1,0,0,0,28,3,16164,166,202220,24905,2331,0,3,177315,0,0,975,0,49,0,0,0,1,0,1,0,0,0,0,0,1,0
33,28659,493,5,13,21363,48,0,260,0,3,1,0,0,0,22,4,8005,1499,83083,10443,2388,0,6,72640,0,0,686,0,60,0,1,1,0,0,1,0,0,1,0,0,0,0
45,30092,582,3,25,49151,60,1,365,0,3,0,0,0,1,28,13,10870,2302,89958,34963,2507,0,7,54995,0,0,1504,0,60,0,0,1,0,0,0,1,0,0,0,0,0,0
41,95494,575,2,22,19333,48,3,446,0,6,2,0,0,0,17,9,5175,1769,91102,74374,7957,0,3,16728,0,0,633,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0
29,51812,568,1,6,18391,48,2,796,0,2,1,0,0,0,19,26,1246,1845,87514,28687,4317,0,4,58827,0,0,624,0,56,0,0,1,0,0,0,0,1,0,0,0,1,0
18,27077,570,4,0,33876,60,0,740,0,4,1,0,0,0,24,28,8663,693,92035,6650,2256,0,7,85385,0,0,1023,0,54,0,0,1,0,0,0,0,0,1,0,0,0,0
56,79079,555,3,36,14254,108,5,284,0,5,1,0,0,0,29,26,4561,374,8419,21011,6589,0,5,1023,0,0,356,0,50,0,0,1,0,0,0,0,1,1,0,0,0,0
36,56891,594,3,12,27288,48,0,288,0,6,1,0,0,1,27,7,1508,1403,33151,10002,4740,0,8,23149,0,0,865,0,57,0,0,1,0,0,0,0,0,1,0,0,0,0
40,21691,511,3,17,19021,72,3,1098,0,4,1,0,0,0,24,22,511,657,130916,41389,1807,0,6,89527,0,0,565,0,49,0,0,0,1,0,0,0,1,0,0,0,0,0
22,220956,571,4,0,29985,60,4,346,0,2,0,0,0,1,30,29,1920,1141,58495,14182,18413,0,9,44313,0,0,872,0,45,0,1,1,0,0,0,0,1,0,0,0,0,1
30,16043,609,1,7,22987,72,0,283,0,3,1,0,0,0,23,17,3174,3959,152345,18723,1336,0,8,133622,0,0,623,0,54,0,0,1,0,0,0,0,0,1,0,0,0,0
